filename,class_idx,dmy
2167_16_A_1.png,1,51.5
2167_16_C_1.png,1,51.5
2167_14_D_2.png,1,42.8
2167_6_B_2.png,0,0.0
2167_5_A_1.png,0,0.0
2167_16_A_2.png,1,51.5
2167_6_D_1.png,0,0.0
2167_14_B_1.png,1,42.8
2167_15_D_2.png,1,49.0
2167_6_D_2.png,0,0.0
2167_14_B_2.png,1,42.8
2167_15_D_1.png,1,49.0
2151_14_C_2.png,1,45.6
2151_16_D_1.png,1,53.9
2151_14_A_1.png,1,45.6
2151_5_A_2.png,0,0.0
2151_14_C_1.png,1,45.6
2151_5_C_2.png,0,0.0
2151_17_B_1.png,1,37.8
2151_6_B_2.png,0,0.0
2151_16_D_2.png,1,53.9
2151_5_A_1.png,0,0.0
2151_16_B_1.png,1,53.9
2151_6_D_1.png,0,0.0
2151_17_D_2.png,1,37.8
2151_16_B_2.png,1,53.9
2151_17_D_1.png,1,37.8
2151_6_D_2.png,0,0.0
2151_15_A_1.png,1,45.8
2151_15_D_2.png,1,45.8
2151_5_B_2.png,0,0.0
2151_14_B_1.png,1,45.6
2151_6_C_2.png,0,0.0
2151_17_C_1.png,1,37.8
2151_17_A_2.png,1,37.8
2151_6_A_1.png,0,0.0
2151_17_C_2.png,1,37.8
2151_6_C_1.png,0,0.0
2151_5_D_2.png,0,0.0
2151_14_D_1.png,1,45.6
2151_15_B_2.png,1,45.8
2151_16_C_2.png,1,53.9
2151_16_A_1.png,1,53.9
2151_14_D_2.png,1,45.6
2151_5_D_1.png,0,0.0
2151_15_B_1.png,1,45.8
2151_16_C_1.png,1,53.9
2151_2_A_1.png,3,19.9
2151_13_A_2.png,1,50.3
2151_11_D_2.png,1,39.4
2151_13_C_1.png,1,50.3
2151_2_C_2.png,3,19.9
2151_9_D_2.png,3,18.3
2151_1_B_2.png,2,23.0
2151_13_A_1.png,1,50.3
2151_2_A_2.png,3,19.9
2151_11_D_1.png,1,39.4
2151_2_C_1.png,3,19.9
2151_13_C_2.png,1,50.3
2151_1_B_1.png,2,23.0
2151_9_D_1.png,3,18.3
2151_10_B_2.png,1,39.3
2151_12_A_1.png,1,50.7
2151_9_B_2.png,3,18.3
2151_10_D_1.png,1,39.3
2151_11_B_2.png,1,39.4
2151_12_A_2.png,1,50.7
2151_1_D_1.png,2,23.0
2151_9_B_1.png,3,18.3
2151_10_D_2.png,1,39.3
2151_11_B_1.png,1,39.4
2151_1_A_2.png,2,23.0
2151_10_A_1.png,1,39.3
2151_2_B_1.png,3,19.9
2151_10_C_2.png,1,39.3
2151_1_C_1.png,2,23.0
2151_12_D_1.png,1,50.7
2151_10_A_2.png,1,39.3
2151_1_A_1.png,2,23.0
2151_2_B_2.png,3,19.9
2151_1_C_2.png,2,23.0
2151_10_C_1.png,1,39.3
2151_12_D_2.png,1,50.7
2151_11_A_2.png,1,39.4
2151_12_B_1.png,1,50.7
2151_11_C_1.png,1,39.4
2151_13_D_2.png,1,50.3
2151_2_D_1.png,3,19.9
2151_9_C_1.png,3,18.3
2151_11_A_1.png,1,39.4
2151_11_C_2.png,1,39.4
2151_2_D_2.png,3,19.9
2102_12_D_2.png,1,46.7
2102_9_C_2.png,3,16.4
2102_9_A_1.png,3,16.4
2102_10_A_2.png,1,46.8
2102_10_C_2.png,1,46.8
2102_13_B_2.png,1,49.5
2102_9_C_1.png,3,16.4
2102_12_D_1.png,1,46.7
2102_9_A_2.png,3,16.4
2102_10_A_1.png,1,46.8
2102_1_C_2.png,2,20.2
2102_12_B_2.png,1,46.7
2102_13_D_1.png,1,49.5
2102_1_A_1.png,2,20.2
2102_11_C_1.png,1,47.1
2102_2_B_1.png,3,18.5
2102_1_C_1.png,2,20.2
2102_12_B_1.png,1,46.7
2102_13_D_2.png,1,49.5
2102_1_A_2.png,2,20.2
2102_11_D_1.png,1,47.1
2102_9_B_1.png,3,16.4
2102_10_B_2.png,1,46.8
2102_13_C_2.png,1,49.5
2102_13_A_1.png,1,49.5
2102_11_D_2.png,1,47.1
2102_9_B_2.png,3,16.4
2102_10_B_1.png,1,46.8
2102_13_C_1.png,1,49.5
2102_13_A_2.png,1,49.5
2102_10_D_2.png,1,46.8
2102_11_B_1.png,1,47.1
2102_2_C_1.png,3,18.5
2102_12_C_1.png,1,46.7
2102_9_D_1.png,3,16.4
2102_12_A_2.png,1,46.7
2102_2_A_2.png,3,18.5
2102_10_D_1.png,1,46.8
2102_11_B_2.png,1,47.1
2102_2_C_2.png,3,18.5
2102_9_D_2.png,3,16.4
2102_1_B_2.png,2,20.2
2102_12_C_2.png,1,46.7
2102_17_A_1.png,1,43.3
2102_5_D_1.png,0,0.0
2102_15_D_1.png,1,46.9
2102_5_D_2.png,0,0.0
2102_15_D_2.png,1,46.9
2102_14_B_1.png,1,47.3
2102_6_A_2.png,0,0.0
2102_14_D_2.png,1,47.3
2102_16_C_1.png,1,46.8
2102_6_C_1.png,0,0.0
2102_15_B_1.png,1,46.9
2102_16_A_1.png,1,46.8
2102_14_D_1.png,1,47.3
2102_16_C_2.png,1,46.8
2102_5_B_2.png,0,0.0
2102_6_C_2.png,0,0.0
2102_15_B_2.png,1,46.9
2102_14_A_2.png,1,47.3
2102_17_B_1.png,1,43.3
2102_14_C_1.png,1,47.3
2102_16_D_2.png,1,46.8
2102_6_D_2.png,0,0.0
2102_14_C_2.png,1,47.3
2102_16_D_1.png,1,46.8
2102_6_D_1.png,0,0.0
2102_15_A_1.png,1,46.9
2102_5_A_1.png,0,0.0
2102_16_B_2.png,1,46.8
2102_5_C_2.png,0,0.0
2102_6_B_2.png,0,0.0
2102_15_C_2.png,1,46.9
2102_17_D_1.png,1,43.3
2102_15_A_2.png,1,46.9
2102_5_A_2.png,0,0.0
2102_6_B_1.png,0,0.0
2102_17_D_2.png,1,43.3
2105_12_A_1.png,1,52.3
2105_2_A_2.png,1,39.4
2105_12_C_2.png,1,52.3
2105_2_C_1.png,1,39.4
2105_10_D_1.png,1,36.3
2105_12_A_2.png,1,52.3
2105_2_A_1.png,1,39.4
2105_12_C_1.png,1,52.3
2105_2_C_2.png,1,39.4
2105_1_B_2.png,1,38.2
2105_9_D_2.png,3,19.1
2105_1_D_1.png,1,38.2
2105_11_D_2.png,1,36.9
2105_13_A_1.png,1,54.9
2105_11_D_1.png,1,36.9
2105_1_A_1.png,1,38.2
2105_11_A_2.png,1,36.9
2105_1_C_2.png,1,38.2
2105_11_C_1.png,1,36.9
2105_1_A_2.png,1,38.2
2105_11_A_1.png,1,36.9
2105_13_D_1.png,1,54.9
2105_2_B_1.png,1,39.4
2105_1_C_1.png,1,38.2
2105_12_B_2.png,1,52.3
2105_9_A_1.png,3,19.1
2105_12_D_1.png,1,52.3
2105_2_D_2.png,1,39.4
2105_13_B_2.png,1,54.9
2105_10_A_2.png,1,36.3
2105_12_D_2.png,1,52.3
2105_9_C_1.png,3,19.1
2105_13_B_1.png,1,54.9
2105_10_C_1.png,1,36.3
2105_17_D_2.png,1,49.8
2105_15_C_1.png,1,54.7
2105_16_B_1.png,1,47.3
2105_5_C_2.png,0,0.0
2105_6_B_2.png,0,0.0
2105_15_A_2.png,1,54.7
2105_5_A_1.png,0,0.0
2105_17_D_1.png,1,49.8
2105_15_C_2.png,1,54.7
2105_5_C_1.png,0,0.0
2105_6_B_1.png,0,0.0
2105_15_A_1.png,1,54.7
2105_5_A_2.png,0,0.0
2105_6_D_2.png,0,0.0
2105_16_D_1.png,1,47.3
2105_14_C_2.png,1,54.1
2105_17_B_2.png,1,49.8
2105_14_A_1.png,1,54.1
2105_16_D_2.png,1,47.3
2105_14_C_1.png,1,54.1
2105_17_B_1.png,1,49.8
2105_14_A_2.png,1,54.1
2105_5_B_1.png,0,0.0
2105_6_C_1.png,0,0.0
2105_15_B_2.png,1,54.7
2105_16_C_2.png,1,47.3
2105_6_A_2.png,0,0.0
2105_5_B_2.png,0,0.0
2105_6_C_2.png,0,0.0
2105_15_B_1.png,1,54.7
2105_16_C_1.png,1,47.3
2105_14_D_2.png,1,54.1
2105_6_A_1.png,0,0.0
2105_16_A_2.png,1,47.3
2105_14_B_1.png,1,54.1
2105_17_C_1.png,1,49.8
2105_15_D_2.png,1,54.7
2105_5_D_1.png,0,0.0
2105_17_A_2.png,1,49.8
2105_17_C_2.png,1,49.8
2105_15_D_1.png,1,54.7
2105_5_D_2.png,0,0.0
2105_17_A_1.png,1,49.8
2133_14_C_2.png,1,50.2
2133_17_B_2.png,1,49.0
2133_6_C_1.png,0,0.0
2133_16_D_1.png,1,48.0
2133_6_A_2.png,0,0.0
2133_14_A_1.png,1,50.2
2133_14_C_1.png,1,50.2
2133_17_B_1.png,1,49.0
2133_5_B_2.png,0,0.0
2133_6_C_2.png,0,0.0
2133_6_A_1.png,0,0.0
2133_14_A_2.png,1,50.2
2133_5_D_1.png,0,0.0
2133_15_C_1.png,1,50.2
2133_16_B_1.png,1,48.0
2133_17_D_2.png,1,49.0
2133_15_A_2.png,1,50.2
2133_15_C_2.png,1,50.2
2133_5_D_2.png,0,0.0
2133_16_B_2.png,1,48.0
2133_17_D_1.png,1,49.0
2133_15_A_1.png,1,50.2
2133_15_D_2.png,1,50.2
2133_6_B_2.png,0,0.0
2133_14_B_1.png,1,50.2
2133_17_C_1.png,1,49.0
2133_5_A_1.png,0,0.0
2133_15_D_1.png,1,50.2
2133_14_B_2.png,1,50.2
2133_5_A_2.png,0,0.0
2133_14_D_1.png,1,50.2
2133_15_B_2.png,1,50.2
2133_6_D_2.png,0,0.0
2133_14_D_2.png,1,50.2
2133_15_B_1.png,1,50.2
2133_6_D_1.png,0,0.0
2133_16_C_1.png,1,48.0
2133_16_A_2.png,1,48.0
2133_13_A_2.png,1,50.9
2133_1_A_1.png,2,22.3
2133_2_B_2.png,2,21.9
2133_11_D_2.png,1,40.1
2133_1_C_2.png,2,22.3
2133_13_C_1.png,1,50.9
2133_10_B_1.png,1,40.8
2133_13_A_1.png,1,50.9
2133_1_A_2.png,2,22.3
2133_2_B_1.png,2,21.9
2133_1_C_1.png,2,22.3
2133_11_D_1.png,1,40.1
2133_13_C_2.png,1,50.9
2133_10_B_2.png,1,40.8
2133_9_A_1.png,2,20.1
2133_12_A_1.png,1,40.9
2133_10_D_1.png,1,40.8
2133_12_C_2.png,1,40.9
2133_2_D_2.png,2,21.9
2133_9_C_2.png,2,20.1
2133_9_A_2.png,2,20.1
2133_10_D_2.png,1,40.8
2133_2_D_1.png,2,21.9
2133_12_C_1.png,1,40.9
2133_9_C_1.png,2,20.1
2133_11_B_1.png,1,40.1
2133_13_B_2.png,1,50.9
2133_10_C_2.png,1,40.8
2133_2_C_1.png,2,21.9
2133_12_D_1.png,1,40.9
2133_1_B_1.png,2,22.3
2133_9_D_1.png,2,20.1
2133_2_A_1.png,2,21.9
2133_10_A_2.png,1,40.8
2133_13_B_1.png,1,50.9
2133_10_C_1.png,1,40.8
2133_12_D_2.png,1,40.9
2133_2_C_2.png,2,21.9
2133_9_D_2.png,2,20.1
2133_1_B_2.png,2,22.3
2133_11_A_2.png,1,40.1
2133_12_B_1.png,1,40.9
2133_1_D_1.png,2,22.3
2133_9_B_1.png,2,20.1
2133_11_C_1.png,1,40.1
2133_13_D_2.png,1,50.9
2133_11_A_1.png,1,40.1
2133_12_B_2.png,1,40.9
2133_11_C_2.png,1,40.1
2133_9_B_2.png,2,20.1
2133_1_D_2.png,2,22.3
2133_13_D_1.png,1,50.9
2121_11_A_1.png,1,35.0
2121_11_C_2.png,1,35.0
2121_12_B_2.png,1,51.0
2121_13_D_1.png,1,38.2
2121_11_A_2.png,1,35.0
2121_11_C_1.png,1,35.0
2121_12_B_1.png,1,51.0
2121_13_D_2.png,1,38.2
2121_6_A_2.png,0,0.0
2121_10_A_2.png,1,36.4
2121_10_C_1.png,1,36.4
2121_6_C_1.png,0,0.0
2121_5_B_1.png,0,0.0
2121_12_D_2.png,1,51.0
2121_6_A_1.png,0,0.0
2121_10_A_1.png,1,36.4
2121_10_C_2.png,1,36.4
2121_6_C_2.png,0,0.0
2121_13_B_2.png,1,38.2
2121_5_B_2.png,0,0.0
2121_12_D_1.png,1,51.0
2121_12_A_2.png,1,51.0
2121_6_D_2.png,0,0.0
2121_10_D_2.png,1,36.4
2121_11_B_1.png,1,35.0
2121_6_D_1.png,0,0.0
2121_10_D_1.png,1,36.4
2121_11_B_2.png,1,35.0
2121_12_C_2.png,1,51.0
2121_13_A_1.png,1,38.2
2121_11_D_1.png,1,35.0
2121_10_B_2.png,1,36.4
2121_6_B_2.png,0,0.0
2121_13_C_2.png,1,38.2
2121_5_C_2.png,0,0.0
2121_5_A_2.png,0,0.0
2121_11_D_2.png,1,35.0
2121_10_B_1.png,1,36.4
2121_13_C_1.png,1,38.2
2121_5_C_1.png,0,0.0
2121_9_C_2.png,3,15.2
2121_14_D_2.png,1,38.6
2121_2_D_2.png,2,25.1
2121_16_C_1.png,1,37.4
2121_9_A_1.png,3,15.2
2121_14_D_1.png,1,38.6
2121_16_C_2.png,1,37.4
2121_15_B_2.png,1,37.9
2121_16_A_1.png,1,37.4
2121_15_D_1.png,1,37.9
2121_17_C_2.png,1,36.5
2121_2_B_2.png,2,25.1
2121_14_B_2.png,1,38.6
2121_17_A_1.png,1,36.5
2121_1_A_1.png,2,26.8
2121_17_C_1.png,1,36.5
2121_14_B_1.png,1,38.6
2121_17_A_2.png,1,36.5
2121_1_A_2.png,2,26.8
2121_16_B_2.png,1,37.4
2121_15_C_2.png,1,37.9
2121_1_D_1.png,2,26.8
2121_9_B_1.png,3,15.2
2121_15_A_1.png,1,37.9
2121_16_B_1.png,1,37.4
2121_17_D_2.png,1,36.5
2121_9_B_2.png,3,15.2
2121_1_D_2.png,2,26.8
2121_1_B_1.png,2,26.8
2121_9_D_1.png,3,15.2
2121_17_B_1.png,1,36.5
2121_2_C_1.png,2,25.1
2121_14_C_1.png,1,38.6
2121_16_D_2.png,1,37.4
2121_14_A_2.png,1,38.6
2121_2_A_2.png,2,25.1
2121_9_D_2.png,3,15.2
2121_1_B_2.png,2,26.8
2121_17_B_2.png,1,36.5
2121_2_C_2.png,2,25.1
2121_14_C_2.png,1,38.6
2121_16_D_1.png,1,37.4
2121_14_A_1.png,1,38.6
2121_2_A_1.png,2,25.1
2128_15_B_1.png,2,31.0
2128_16_C_1.png,1,39.0
2128_1_C_1.png,2,25.8
2128_2_B_1.png,2,25.3
2128_14_D_2.png,2,22.3
2128_1_A_2.png,2,25.8
2128_16_A_2.png,1,39.0
2128_15_B_2.png,2,31.0
2128_16_C_2.png,1,39.0
2128_1_C_2.png,2,25.8
2128_2_B_2.png,2,25.3
2128_14_D_1.png,2,22.3
2128_1_A_1.png,2,25.8
2128_16_A_1.png,1,39.0
2128_9_C_1.png,3,12.4
2128_2_D_1.png,2,25.3
2128_15_D_1.png,2,31.0
2128_9_A_2.png,3,12.4
2128_14_B_1.png,2,22.3
2128_9_C_2.png,3,12.4
2128_2_D_2.png,2,25.3
2128_15_D_2.png,2,31.0
2128_9_A_1.png,3,12.4
2128_9_D_2.png,3,12.4
2128_2_C_2.png,2,25.3
2128_15_C_2.png,2,31.0
2128_15_A_1.png,2,31.0
2128_9_D_1.png,3,12.4
2128_1_B_1.png,2,25.8
2128_2_C_1.png,2,25.3
2128_15_C_1.png,2,31.0
2128_16_B_1.png,1,39.0
2128_2_A_2.png,2,25.3
2128_1_D_2.png,2,25.8
2128_9_B_2.png,3,12.4
2128_14_C_1.png,2,22.3
2128_14_A_2.png,2,22.3
2128_16_D_1.png,1,39.0
2128_9_B_1.png,3,12.4
2128_1_D_1.png,2,25.8
2128_14_A_1.png,2,22.3
2128_11_A_1.png,2,30.4
2128_6_A_1.png,0,0.0
2128_6_C_2.png,0,0.0
2128_5_B_2.png,0,0.0
2128_11_C_2.png,2,30.4
2128_11_A_2.png,2,30.4
2128_6_A_2.png,0,0.0
2128_11_C_1.png,2,30.4
2128_10_A_2.png,2,28.4
2128_10_C_1.png,2,28.4
2128_5_D_2.png,0,0.0
2128_10_C_2.png,2,28.4
2128_5_D_1.png,0,0.0
2128_5_A_2.png,0,0.0
2128_11_B_1.png,2,30.4
2128_10_D_2.png,2,28.4
2128_6_B_1.png,0,0.0
2128_5_C_1.png,0,0.0
2128_5_A_1.png,0,0.0
2128_11_B_2.png,2,30.4
2128_10_D_1.png,2,28.4
2128_6_B_2.png,0,0.0
2128_5_C_2.png,0,0.0
2128_6_D_1.png,0,0.0
2128_10_B_2.png,2,28.4
2128_11_D_1.png,2,30.4
2128_10_B_1.png,2,28.4
2128_11_D_2.png,2,30.4
2144_1_A_2.png,2,23.1
2144_2_B_1.png,2,20.0
2144_1_A_1.png,2,23.1
2144_1_C_2.png,2,23.1
2144_2_D_2.png,2,20.0
2144_2_A_1.png,2,20.0
2144_1_B_2.png,2,23.1
2144_2_C_2.png,2,20.0
2144_2_A_2.png,2,20.0
2144_1_B_1.png,2,23.1
2144_2_C_1.png,2,20.0
2144_1_D_2.png,2,23.1
2144_1_D_1.png,2,23.1
2172_1_B_2.png,2,34.0
2172_2_C_2.png,2,32.7
2172_2_A_2.png,2,32.7
2172_1_B_1.png,2,34.0
2172_2_C_1.png,2,32.7
2172_1_D_2.png,2,34.0
2172_1_D_1.png,2,34.0
2172_1_A_2.png,2,34.0
2172_1_A_1.png,2,34.0
2172_2_D_1.png,2,32.7
2172_2_D_2.png,2,32.7
2172_6_B_1.png,0,0.0
2172_5_C_1.png,0,0.0
2172_5_A_2.png,0,0.0
2172_6_B_2.png,0,0.0
2172_5_A_1.png,0,0.0
2172_6_D_1.png,0,0.0
2172_6_D_2.png,0,0.0
2172_6_C_2.png,0,0.0
2172_5_B_2.png,0,0.0
2172_6_A_1.png,0,0.0
2172_6_C_1.png,0,0.0
2172_5_B_1.png,0,0.0
2172_5_D_2.png,0,0.0
2172_5_D_1.png,0,0.0
2127_6_C_1.png,0,0.0
2127_15_C_1.png,1,49.7
2127_16_B_1.png,1,48.8
2127_6_A_2.png,0,0.0
2127_17_D_2.png,3,19.6
2127_5_B_2.png,0,0.0
2127_15_A_1.png,1,49.7
2127_16_B_2.png,1,48.8
2127_6_A_1.png,0,0.0
2127_17_D_1.png,3,19.6
2127_14_A_1.png,1,48.5
2127_5_D_1.png,0,0.0
2127_14_C_2.png,1,48.5
2127_17_B_2.png,3,19.6
2127_16_D_1.png,1,48.8
2127_14_A_2.png,1,48.5
2127_5_D_2.png,0,0.0
2127_17_B_1.png,3,19.6
2127_16_D_2.png,1,48.8
2127_16_A_1.png,1,48.8
2127_5_C_2.png,0,0.0
2127_14_D_1.png,1,48.5
2127_5_A_1.png,0,0.0
2127_15_B_2.png,1,49.7
2127_16_C_2.png,1,48.8
2127_16_A_2.png,1,48.8
2127_14_D_2.png,1,48.5
2127_5_A_2.png,0,0.0
2127_16_C_1.png,1,48.8
2127_6_D_2.png,0,0.0
2127_17_A_2.png,3,19.6
2127_15_D_2.png,1,49.7
2127_6_D_1.png,0,0.0
2127_17_A_1.png,3,19.6
2127_15_D_1.png,1,49.7
2127_17_C_2.png,3,19.6
2127_12_C_2.png,1,48.2
2127_11_B_2.png,1,48.6
2127_12_A_1.png,1,48.2
2127_2_B_2.png,3,18.3
2127_10_D_2.png,1,46.8
2127_12_C_1.png,1,48.2
2127_11_B_1.png,1,48.6
2127_1_C_1.png,3,18.6
2127_2_B_1.png,3,18.3
2127_11_D_2.png,1,48.6
2127_13_C_1.png,1,47.1
2127_10_B_1.png,1,46.8
2127_9_A_1.png,3,19.9
2127_13_A_2.png,1,47.1
2127_9_C_2.png,3,19.9
2127_2_D_2.png,3,18.3
2127_11_D_1.png,1,48.6
2127_13_C_2.png,1,47.1
2127_10_B_2.png,1,46.8
2127_9_A_2.png,3,19.9
2127_13_A_1.png,1,47.1
2127_9_C_1.png,3,19.9
2127_2_D_1.png,3,18.3
2127_11_C_1.png,1,48.6
2127_13_D_2.png,1,47.1
2127_1_B_1.png,3,18.6
2127_2_C_1.png,3,18.3
2127_11_A_2.png,1,48.6
2127_12_B_2.png,1,48.2
2127_2_A_1.png,3,18.3
2127_1_B_2.png,3,18.6
2127_9_D_2.png,3,19.9
2127_2_C_2.png,3,18.3
2127_11_A_1.png,1,48.6
2127_13_B_2.png,1,47.1
2127_10_C_2.png,1,46.8
2127_12_D_1.png,1,48.2
2127_1_D_1.png,3,18.6
2127_10_A_1.png,1,46.8
2127_13_B_1.png,1,47.1
2127_9_B_2.png,3,19.9
2127_10_A_2.png,1,46.8
2037_6_A_1.png,0,0.0
2037_10_D_2.png,1,39.9
2037_11_B_1.png,1,48.2
2037_12_A_2.png,1,48.5
2037_5_B_2.png,0,0.0
2037_10_D_1.png,1,39.9
2037_12_C_2.png,1,48.5
2037_11_B_2.png,1,48.2
2037_12_A_1.png,1,48.5
2037_6_C_1.png,0,0.0
2037_11_D_1.png,1,48.2
2037_10_B_2.png,1,39.9
2037_5_D_2.png,0,0.0
2037_13_A_1.png,1,60.5
2037_11_D_2.png,1,48.2
2037_13_C_1.png,1,60.5
2037_10_B_1.png,1,39.9
2037_5_D_1.png,0,0.0
2037_13_A_2.png,1,60.5
2037_12_B_2.png,1,48.5
2037_11_C_2.png,1,48.2
2037_5_A_2.png,0,0.0
2037_5_C_1.png,0,0.0
2037_11_A_1.png,1,48.2
2037_12_B_1.png,1,48.5
2037_11_C_1.png,1,48.2
2037_13_D_2.png,1,60.5
2037_5_A_1.png,0,0.0
2037_11_A_2.png,1,48.2
2037_13_B_1.png,1,60.5
2037_10_C_1.png,1,39.9
2037_12_D_2.png,1,48.5
2037_10_A_2.png,1,39.9
2037_6_D_1.png,0,0.0
2037_13_B_2.png,1,60.5
2037_10_C_2.png,1,39.9
2037_10_A_1.png,1,39.9
2037_6_D_2.png,0,0.0
2037_2_B_1.png,2,29.4
2037_1_C_1.png,2,31.5
2037_15_A_1.png,1,60.8
2037_15_C_2.png,1,60.8
2037_1_A_2.png,2,31.5
2037_2_B_2.png,2,29.4
2037_1_C_2.png,2,31.5
2037_15_A_2.png,1,60.8
2037_15_C_1.png,1,60.8
2037_16_B_1.png,1,55.5
2037_1_A_1.png,2,31.5
2037_17_D_2.png,1,55.4
2037_2_D_1.png,2,29.4
2037_14_A_2.png,1,48.7
2037_14_C_1.png,1,48.7
2037_9_A_2.png,2,24.3
2037_17_B_1.png,1,55.4
2037_16_D_2.png,1,55.5
2037_2_D_2.png,2,29.4
2037_14_A_1.png,1,48.7
2037_9_C_2.png,2,24.3
2037_9_A_1.png,2,24.3
2037_17_B_2.png,1,55.4
2037_16_A_2.png,1,55.5
2037_2_C_2.png,2,29.4
2037_9_D_2.png,2,24.3
2037_1_B_2.png,2,31.5
2037_14_D_2.png,1,48.7
2037_2_A_1.png,2,29.4
2037_15_B_1.png,1,60.8
2037_16_C_1.png,1,55.5
2037_16_A_1.png,1,55.5
2037_2_C_1.png,2,29.4
2037_1_B_1.png,2,31.5
2037_14_D_1.png,1,48.7
2037_16_C_2.png,1,55.5
2037_9_B_2.png,2,24.3
2037_15_D_1.png,1,60.8
2037_14_B_2.png,1,48.7
2037_17_C_2.png,1,55.4
2037_1_D_1.png,2,31.5
2037_14_B_1.png,1,48.7
2091_6_B_1.png,0,0.0
2091_5_C_1.png,0,0.0
2091_16_D_1.png,1,55.8
2091_17_B_2.png,1,55.9
2091_14_C_2.png,1,53.1
2091_14_A_2.png,1,53.1
2091_5_A_1.png,0,0.0
2091_6_B_2.png,0,0.0
2091_17_B_1.png,1,55.9
2091_14_C_1.png,1,53.1
2091_15_A_2.png,1,53.2
2091_16_B_1.png,1,55.8
2091_6_D_1.png,0,0.0
2091_15_A_1.png,1,53.2
2091_15_C_2.png,1,53.2
2091_6_D_2.png,0,0.0
2091_6_A_1.png,0,0.0
2091_17_C_1.png,1,55.9
2091_14_B_1.png,1,53.1
2091_15_D_2.png,1,53.2
2091_5_B_2.png,0,0.0
2091_6_A_2.png,0,0.0
2091_17_A_1.png,1,55.9
2091_17_C_2.png,1,55.9
2091_15_D_1.png,1,53.2
2091_6_C_1.png,0,0.0
2091_5_B_1.png,0,0.0
2091_16_A_1.png,1,55.8
2091_5_D_2.png,0,0.0
2091_16_C_2.png,1,55.8
2091_15_B_2.png,1,53.2
2091_16_A_2.png,1,55.8
2091_5_D_1.png,0,0.0
2091_16_C_1.png,1,55.8
2091_10_B_1.png,2,26.0
2091_13_C_1.png,2,30.5
2091_1_B_2.png,3,19.5
2091_2_C_2.png,3,19.0
2091_11_D_2.png,2,30.7
2091_2_A_1.png,3,19.0
2091_13_A_2.png,2,30.5
2091_13_C_2.png,2,30.5
2091_9_D_1.png,2,21.3
2091_1_B_1.png,3,19.5
2091_2_C_1.png,3,19.0
2091_11_D_1.png,2,30.7
2091_2_A_2.png,3,19.0
2091_13_A_1.png,2,30.5
2091_11_B_2.png,2,30.7
2091_12_C_2.png,2,31.2
2091_1_D_2.png,3,19.5
2091_9_B_2.png,2,21.3
2091_10_D_1.png,2,26.0
2091_12_A_1.png,2,31.2
2091_12_C_1.png,2,31.2
2091_9_B_1.png,2,21.3
2091_10_D_2.png,2,26.0
2091_12_D_1.png,2,31.2
2091_1_C_1.png,3,19.5
2091_2_B_1.png,3,19.0
2091_10_C_2.png,2,26.0
2091_13_B_2.png,2,30.5
2091_10_A_1.png,2,26.0
2091_1_A_2.png,3,19.5
2091_12_D_2.png,2,31.2
2091_1_C_2.png,3,19.5
2091_2_B_2.png,3,19.0
2091_10_C_1.png,2,26.0
